dexnumber, species, form, type1, type2, base catch rate, base flee rate, stamina, attack, defense, quick moves, charge moves, elite quick moves, elite charge moves, third move dust, third move candy, purify dust, purify candy
297,HARIYAMA,SHADOW,POKEMON_TYPE_FIGHTING,,0.05,0.06, 302, 209, 114, COUNTER_FAST BULLET_PUNCH_FAST,HEAVY_SLAM CLOSE_COMBAT DYNAMIC_PUNCH SUPER_POWER, , , 60000,60, 3000, 3
298,AZURILL,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FAIRY,0.1,0.04, 137, 36, 71, SPLASH_FAST BUBBLE_FAST,BUBBLE_BEAM ICE_BEAM BODY_SLAM, , , 10000,25, , 
299,NOSEPASS,,POKEMON_TYPE_ROCK,,0.2,0.09, 102, 82, 215, ROCK_THROW_FAST SPARK_FAST,ROCK_BLAST ROCK_SLIDE THUNDERBOLT, , , 50000,50, , 
299,NOSEPASS,NORMAL,POKEMON_TYPE_ROCK,,0.2,0.09, 102, 82, 215, ROCK_THROW_FAST SPARK_FAST,ROCK_BLAST ROCK_SLIDE THUNDERBOLT, , , 50000,50, , 
299,NOSEPASS,PURIFIED,POKEMON_TYPE_ROCK,,0.2,0.09, 102, 82, 215, ROCK_THROW_FAST SPARK_FAST,ROCK_BLAST ROCK_SLIDE THUNDERBOLT, , , 40000,40, , 
299,NOSEPASS,SHADOW,POKEMON_TYPE_ROCK,,0.05,0.09, 102, 82, 215, ROCK_THROW_FAST SPARK_FAST,ROCK_BLAST ROCK_SLIDE THUNDERBOLT, , , 60000,60, 3000, 3
300,SKITTY,,POKEMON_TYPE_NORMAL,,0.5,0.1, 137, 84, 79, FEINT_ATTACK_FAST TACKLE_FAST,DIG DISARMING_VOICE WILD_CHARGE, , , 50000,50, , 
301,DELCATTY,,POKEMON_TYPE_NORMAL,,0.2,0.06, 172, 132, 127, FEINT_ATTACK_FAST ZEN_HEADBUTT_FAST CHARM_FAST,PLAY_ROUGH DISARMING_VOICE WILD_CHARGE, , , 50000,50, , 
302,SABLEYE,,POKEMON_TYPE_DARK,POKEMON_TYPE_GHOST,0.2,0.07, 137, 141, 136, SHADOW_CLAW_FAST FEINT_ATTACK_FAST,POWER_GEM FOUL_PLAY SHADOW_SNEAK, , , 75000,75, , 
302,SABLEYE,COSTUME_2020,POKEMON_TYPE_DARK,POKEMON_TYPE_GHOST,0.2,0.07, 137, 141, 136, SHADOW_CLAW_FAST FEINT_ATTACK_FAST,POWER_GEM FOUL_PLAY SHADOW_SNEAK, , , 75000,75, , 
302,SABLEYE,NORMAL,POKEMON_TYPE_DARK,POKEMON_TYPE_GHOST,0.2,0.07, 137, 141, 136, SHADOW_CLAW_FAST FEINT_ATTACK_FAST,POWER_GEM FOUL_PLAY SHADOW_SNEAK, , , 75000,75, , 
302,SABLEYE,PURIFIED,POKEMON_TYPE_DARK,POKEMON_TYPE_GHOST,0.2,0.07, 137, 141, 136, SHADOW_CLAW_FAST FEINT_ATTACK_FAST,POWER_GEM FOUL_PLAY SHADOW_SNEAK, , , 60000,60, , 
302,SABLEYE,SHADOW,POKEMON_TYPE_DARK,POKEMON_TYPE_GHOST,0.05,0.07, 137, 141, 136, SHADOW_CLAW_FAST FEINT_ATTACK_FAST,POWER_GEM FOUL_PLAY SHADOW_SNEAK, , , 90000,90, 5000, 5
303,MAWILE,,POKEMON_TYPE_STEEL,POKEMON_TYPE_FAIRY,0.5,0.09, 137, 155, 141, BITE_FAST ASTONISH_FAST ICE_FANG_FAST FIRE_FANG_FAST,PLAY_ROUGH VICE_GRIP IRON_HEAD POWER_UP_PUNCH, , , 75000,75, , 
303,MAWILE,NORMAL,POKEMON_TYPE_STEEL,POKEMON_TYPE_FAIRY,0.5,0.09, 137, 155, 141, BITE_FAST ASTONISH_FAST ICE_FANG_FAST FIRE_FANG_FAST,PLAY_ROUGH VICE_GRIP IRON_HEAD POWER_UP_PUNCH, , , 75000,75, , 
303,MAWILE,PURIFIED,POKEMON_TYPE_STEEL,POKEMON_TYPE_FAIRY,0.5,0.09, 137, 155, 141, BITE_FAST ASTONISH_FAST ICE_FANG_FAST FIRE_FANG_FAST,PLAY_ROUGH VICE_GRIP IRON_HEAD POWER_UP_PUNCH, , , 60000,60, , 
303,MAWILE,SHADOW,POKEMON_TYPE_STEEL,POKEMON_TYPE_FAIRY,0.05,0.09, 137, 155, 141, BITE_FAST ASTONISH_FAST ICE_FANG_FAST FIRE_FANG_FAST,PLAY_ROUGH VICE_GRIP IRON_HEAD POWER_UP_PUNCH, , , 90000,90, 5000, 5
304,ARON,,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.5,0.2, 137, 121, 141, TACKLE_FAST METAL_CLAW_FAST,IRON_HEAD ROCK_TOMB BODY_SLAM, , , 10000,25, , 
304,ARON,NORMAL,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.5,0.2, 137, 121, 141, TACKLE_FAST METAL_CLAW_FAST,IRON_HEAD ROCK_TOMB BODY_SLAM, , , 10000,25, , 
304,ARON,PURIFIED,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.5,0.2, 137, 121, 141, TACKLE_FAST METAL_CLAW_FAST,IRON_HEAD ROCK_TOMB BODY_SLAM, , , 8000,20, , 
304,ARON,SHADOW,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.05,0.2, 137, 121, 141, TACKLE_FAST METAL_CLAW_FAST,IRON_HEAD ROCK_TOMB BODY_SLAM, , , 12000,30, 1000, 1
305,LAIRON,,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.25,0.09, 155, 158, 198, METAL_CLAW_FAST IRON_TAIL_FAST,BODY_SLAM ROCK_SLIDE HEAVY_SLAM, , , 10000,25, , 
305,LAIRON,NORMAL,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.25,0.09, 155, 158, 198, METAL_CLAW_FAST IRON_TAIL_FAST,BODY_SLAM ROCK_SLIDE HEAVY_SLAM, , , 10000,25, , 
305,LAIRON,PURIFIED,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.25,0.09, 155, 158, 198, METAL_CLAW_FAST IRON_TAIL_FAST,BODY_SLAM ROCK_SLIDE HEAVY_SLAM, , , 8000,20, , 
305,LAIRON,SHADOW,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.05,0.09, 155, 158, 198, METAL_CLAW_FAST IRON_TAIL_FAST,BODY_SLAM ROCK_SLIDE HEAVY_SLAM, , , 12000,30, 1000, 1
306,AGGRON,,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.125,0.06, 172, 198, 257, DRAGON_TAIL_FAST IRON_TAIL_FAST SMACK_DOWN_FAST,THUNDER STONE_EDGE HEAVY_SLAM, , , 10000,25, , 
306,AGGRON,NORMAL,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.125,0.06, 172, 198, 257, DRAGON_TAIL_FAST IRON_TAIL_FAST SMACK_DOWN_FAST,THUNDER STONE_EDGE HEAVY_SLAM, , , 10000,25, , 
306,AGGRON,PURIFIED,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.125,0.06, 172, 198, 257, DRAGON_TAIL_FAST IRON_TAIL_FAST SMACK_DOWN_FAST,THUNDER STONE_EDGE HEAVY_SLAM, , , 8000,20, , 
306,AGGRON,SHADOW,POKEMON_TYPE_STEEL,POKEMON_TYPE_ROCK,0.05,0.06, 172, 198, 257, DRAGON_TAIL_FAST IRON_TAIL_FAST SMACK_DOWN_FAST,THUNDER STONE_EDGE HEAVY_SLAM, , , 12000,30, 1000, 1
307,MEDITITE,,POKEMON_TYPE_FIGHTING,POKEMON_TYPE_PSYCHIC,0.5,0.1, 102, 78, 107, CONFUSION_FAST ROCK_SMASH_FAST,ICE_PUNCH PSYSHOCK LOW_SWEEP, , , 50000,50, , 
308,MEDICHAM,,POKEMON_TYPE_FIGHTING,POKEMON_TYPE_PSYCHIC,0.2,0.06, 155, 121, 152, PSYCHO_CUT_FAST COUNTER_FAST,ICE_PUNCH PSYCHIC DYNAMIC_PUNCH POWER_UP_PUNCH, , , 50000,50, , 
309,ELECTRIKE,,POKEMON_TYPE_ELECTRIC,,0.5,0.1, 120, 123, 78, QUICK_ATTACK_FAST SPARK_FAST,THUNDERBOLT DISCHARGE SWIFT, , , 50000,50, , 
309,ELECTRIKE,NORMAL,POKEMON_TYPE_ELECTRIC,,0.5,0.1, 120, 123, 78, QUICK_ATTACK_FAST SPARK_FAST,THUNDERBOLT DISCHARGE SWIFT, , , 50000,50, , 
309,ELECTRIKE,PURIFIED,POKEMON_TYPE_ELECTRIC,,0.5,0.1, 120, 123, 78, QUICK_ATTACK_FAST SPARK_FAST,THUNDERBOLT DISCHARGE SWIFT, , , 40000,40, , 
309,ELECTRIKE,SHADOW,POKEMON_TYPE_ELECTRIC,,0.05,0.1, 120, 123, 78, QUICK_ATTACK_FAST SPARK_FAST,THUNDERBOLT DISCHARGE SWIFT, , , 60000,60, 3000, 3
310,MANECTRIC,,POKEMON_TYPE_ELECTRIC,,0.2,0.06, 172, 215, 127, SNARL_FAST CHARGE_BEAM_FAST,THUNDER WILD_CHARGE FLAME_BURST, , , 50000,50, , 
310,MANECTRIC,MEGA,POKEMON_TYPE_ELECTRIC,,0.2,0.06, 172, 286, 179, SNARL_FAST CHARGE_BEAM_FAST,THUNDER WILD_CHARGE FLAME_BURST, , , 50000,50, , 
310,MANECTRIC,NORMAL,POKEMON_TYPE_ELECTRIC,,0.2,0.06, 172, 215, 127, SNARL_FAST CHARGE_BEAM_FAST,THUNDER WILD_CHARGE FLAME_BURST, , , 50000,50, , 
310,MANECTRIC,PURIFIED,POKEMON_TYPE_ELECTRIC,,0.2,0.06, 172, 215, 127, SNARL_FAST CHARGE_BEAM_FAST,THUNDER WILD_CHARGE FLAME_BURST, , , 40000,40, , 
310,MANECTRIC,SHADOW,POKEMON_TYPE_ELECTRIC,,0.05,0.06, 172, 215, 127, SNARL_FAST CHARGE_BEAM_FAST,THUNDER WILD_CHARGE FLAME_BURST, , , 60000,60, 3000, 3
311,PLUSLE,,POKEMON_TYPE_ELECTRIC,,0.3,0.09, 155, 167, 129, SPARK_FAST QUICK_ATTACK_FAST,THUNDERBOLT DISCHARGE SWIFT GRASS_KNOT, , , 50000,50, , 
312,MINUN,,POKEMON_TYPE_ELECTRIC,,0.3,0.09, 155, 147, 150, SPARK_FAST QUICK_ATTACK_FAST,THUNDERBOLT DISCHARGE SWIFT GRASS_KNOT, , , 50000,50, , 
313,VOLBEAT,,POKEMON_TYPE_BUG,,0.3,0.09, 163, 143, 166, STRUGGLE_BUG_FAST TACKLE_FAST,SIGNAL_BEAM BUG_BUZZ THUNDERBOLT, , , 50000,50, , 
314,ILLUMISE,,POKEMON_TYPE_BUG,,0.3,0.09, 163, 143, 166, STRUGGLE_BUG_FAST TACKLE_FAST,SILVER_WIND BUG_BUZZ DAZZLING_GLEAM, , , 50000,50, , 
315,ROSELIA,,POKEMON_TYPE_GRASS,POKEMON_TYPE_POISON,0.3,0.09, 137, 186, 131, POISON_JAB_FAST RAZOR_LEAF_FAST,PETAL_BLIZZARD SLUDGE_BOMB DAZZLING_GLEAM, , , 50000,50, , 
316,GULPIN,,POKEMON_TYPE_POISON,,0.5,0.1, 172, 80, 99, POUND_FAST ROCK_SMASH_FAST,SLUDGE GUNK_SHOT ICE_BEAM, , , 10000,25, , 
317,SWALOT,,POKEMON_TYPE_POISON,,0.2,0.06, 225, 140, 159, ROCK_SMASH_FAST INFESTATION_FAST,GUNK_SHOT SLUDGE_BOMB ICE_BEAM ACID_SPRAY, , , 10000,25, , 
318,CARVANHA,,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.5,0.1, 128, 171, 39, BITE_FAST SNARL_FAST,AQUA_JET CRUNCH POISON_FANG, , , 50000,50, , 
318,CARVANHA,NORMAL,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.5,0.1, 128, 171, 39, BITE_FAST SNARL_FAST,AQUA_JET CRUNCH POISON_FANG, , , 50000,50, , 
318,CARVANHA,PURIFIED,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.5,0.1, 128, 171, 39, BITE_FAST SNARL_FAST,AQUA_JET CRUNCH POISON_FANG, , , 40000,40, , 
318,CARVANHA,SHADOW,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.05,0.1, 128, 171, 39, BITE_FAST SNARL_FAST,AQUA_JET CRUNCH POISON_FANG, , , 60000,60, 3000, 3
319,SHARPEDO,,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.2,0.06, 172, 243, 83, BITE_FAST WATERFALL_FAST,HYDRO_PUMP CRUNCH POISON_FANG, , , 50000,50, , 
319,SHARPEDO,NORMAL,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.2,0.06, 172, 243, 83, BITE_FAST WATERFALL_FAST,HYDRO_PUMP CRUNCH POISON_FANG, , , 50000,50, , 
319,SHARPEDO,PURIFIED,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.2,0.06, 172, 243, 83, BITE_FAST WATERFALL_FAST,HYDRO_PUMP CRUNCH POISON_FANG, , , 40000,40, , 
319,SHARPEDO,SHADOW,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.05,0.06, 172, 243, 83, BITE_FAST WATERFALL_FAST,HYDRO_PUMP CRUNCH POISON_FANG, , , 60000,60, 3000, 3
320,WAILMER,,POKEMON_TYPE_WATER,,0.5,0.1, 277, 136, 68, SPLASH_FAST WATER_GUN_FAST,HEAVY_SLAM WATER_PULSE BODY_SLAM, , , 10000,25, , 
321,WAILORD,,POKEMON_TYPE_WATER,,0.2,0.06, 347, 175, 87, ZEN_HEADBUTT_FAST WATER_GUN_FAST,SURF BLIZZARD HYPER_BEAM, , , 10000,25, , 
322,NUMEL,,POKEMON_TYPE_FIRE,POKEMON_TYPE_GROUND,0.5,0.1, 155, 119, 79, EMBER_FAST TACKLE_FAST,BULLDOZE HEAT_WAVE STOMP, , , 50000,50, , 
323,CAMERUPT,,POKEMON_TYPE_FIRE,POKEMON_TYPE_GROUND,0.2,0.06, 172, 194, 136, EMBER_FAST ROCK_SMASH_FAST,EARTHQUAKE OVERHEAT SOLAR_BEAM EARTH_POWER, , , 50000,50, , 
324,TORKOAL,,POKEMON_TYPE_FIRE,,0.3,0.09, 172, 151, 203, FIRE_SPIN_FAST EMBER_FAST,OVERHEAT SOLAR_BEAM EARTHQUAKE, , , 50000,50, , 
325,SPOINK,,POKEMON_TYPE_PSYCHIC,,0.5,0.1, 155, 125, 122, SPLASH_FAST ZEN_HEADBUTT_FAST,PSYBEAM SHADOW_BALL MIRROR_COAT, , , 10000,25, , 
326,GRUMPIG,,POKEMON_TYPE_PSYCHIC,,0.2,0.06, 190, 171, 188, CHARGE_BEAM_FAST EXTRASENSORY_FAST,PSYCHIC SHADOW_BALL MIRROR_COAT, , , 10000,25, , 
327,SPINDA,,POKEMON_TYPE_NORMAL,,0.3,0.09, 155, 116, 116, SUCKER_PUNCH_FAST PSYCHO_CUT_FAST,DIG ROCK_TOMB ICY_WIND, , , 50000,50, , 
328,TRAPINCH,,POKEMON_TYPE_GROUND,,0.4,0.09, 128, 162, 78, MUD_SHOT_FAST STRUGGLE_BUG_FAST,SAND_TOMB DIG CRUNCH, , , 75000,75, , 
328,TRAPINCH,NORMAL,POKEMON_TYPE_GROUND,,0.4,0.09, 128, 162, 78, MUD_SHOT_FAST STRUGGLE_BUG_FAST,SAND_TOMB DIG CRUNCH, , , 75000,75, , 
328,TRAPINCH,PURIFIED,POKEMON_TYPE_GROUND,,0.4,0.09, 128, 162, 78, MUD_SHOT_FAST STRUGGLE_BUG_FAST,SAND_TOMB DIG CRUNCH, , , 60000,60, , 
328,TRAPINCH,SHADOW,POKEMON_TYPE_GROUND,,0.05,0.09, 128, 162, 78, MUD_SHOT_FAST STRUGGLE_BUG_FAST,SAND_TOMB DIG CRUNCH, , , 90000,90, 5000, 5
329,VIBRAVA,,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.1,0.06, 137, 134, 99, MUD_SHOT_FAST DRAGON_BREATH_FAST,SAND_TOMB BULLDOZE BUG_BUZZ, , , 75000,75, , 
329,VIBRAVA,NORMAL,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.1,0.06, 137, 134, 99, MUD_SHOT_FAST DRAGON_BREATH_FAST,SAND_TOMB BULLDOZE BUG_BUZZ, , , 75000,75, , 
329,VIBRAVA,PURIFIED,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.1,0.06, 137, 134, 99, MUD_SHOT_FAST DRAGON_BREATH_FAST,SAND_TOMB BULLDOZE BUG_BUZZ, , , 60000,60, , 
329,VIBRAVA,SHADOW,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.05,0.06, 137, 134, 99, MUD_SHOT_FAST DRAGON_BREATH_FAST,SAND_TOMB BULLDOZE BUG_BUZZ, , , 90000,90, 5000, 5
330,FLYGON,,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.05,0.05, 190, 205, 168, MUD_SHOT_FAST DRAGON_TAIL_FAST,EARTHQUAKE DRAGON_CLAW STONE_EDGE, , EARTH_POWER, 75000,75, , 
330,FLYGON,NORMAL,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.05,0.05, 190, 205, 168, MUD_SHOT_FAST DRAGON_TAIL_FAST,EARTHQUAKE DRAGON_CLAW STONE_EDGE, , EARTH_POWER, 75000,75, , 
330,FLYGON,PURIFIED,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.05,0.05, 190, 205, 168, MUD_SHOT_FAST DRAGON_TAIL_FAST,EARTHQUAKE DRAGON_CLAW STONE_EDGE, , EARTH_POWER, 60000,60, , 
330,FLYGON,SHADOW,POKEMON_TYPE_GROUND,POKEMON_TYPE_DRAGON,0.05,0.05, 190, 205, 168, MUD_SHOT_FAST DRAGON_TAIL_FAST,EARTHQUAKE DRAGON_CLAW STONE_EDGE, , EARTH_POWER, 90000,90, 5000, 5
331,CACNEA,,POKEMON_TYPE_GRASS,,0.5,0.1, 137, 156, 74, POISON_STING_FAST SUCKER_PUNCH_FAST,GRASS_KNOT BRICK_BREAK SEED_BOMB PAYBACK, , , 50000,50, , 
331,CACNEA,NORMAL,POKEMON_TYPE_GRASS,,0.5,0.1, 137, 156, 74, POISON_STING_FAST SUCKER_PUNCH_FAST,GRASS_KNOT BRICK_BREAK SEED_BOMB PAYBACK, , , 50000,50, , 
331,CACNEA,PURIFIED,POKEMON_TYPE_GRASS,,0.5,0.1, 137, 156, 74, POISON_STING_FAST SUCKER_PUNCH_FAST,GRASS_KNOT BRICK_BREAK SEED_BOMB PAYBACK, , , 40000,40, , 
331,CACNEA,SHADOW,POKEMON_TYPE_GRASS,,0.05,0.1, 137, 156, 74, POISON_STING_FAST SUCKER_PUNCH_FAST,GRASS_KNOT BRICK_BREAK SEED_BOMB PAYBACK, , , 60000,60, 3000, 3
332,CACTURNE,,POKEMON_TYPE_GRASS,POKEMON_TYPE_DARK,0.2,0.06, 172, 221, 115, POISON_JAB_FAST SUCKER_PUNCH_FAST,DARK_PULSE DYNAMIC_PUNCH GRASS_KNOT PAYBACK, , , 50000,50, , 
332,CACTURNE,NORMAL,POKEMON_TYPE_GRASS,POKEMON_TYPE_DARK,0.2,0.06, 172, 221, 115, POISON_JAB_FAST SUCKER_PUNCH_FAST,DARK_PULSE DYNAMIC_PUNCH GRASS_KNOT PAYBACK, , , 50000,50, , 
332,CACTURNE,PURIFIED,POKEMON_TYPE_GRASS,POKEMON_TYPE_DARK,0.2,0.06, 172, 221, 115, POISON_JAB_FAST SUCKER_PUNCH_FAST,DARK_PULSE DYNAMIC_PUNCH GRASS_KNOT PAYBACK, , , 40000,40, , 
332,CACTURNE,SHADOW,POKEMON_TYPE_GRASS,POKEMON_TYPE_DARK,0.05,0.06, 172, 221, 115, POISON_JAB_FAST SUCKER_PUNCH_FAST,DARK_PULSE DYNAMIC_PUNCH GRASS_KNOT PAYBACK, , , 60000,60, 3000, 3
333,SWABLU,,POKEMON_TYPE_NORMAL,POKEMON_TYPE_FLYING,0.5,0.1, 128, 76, 132, PECK_FAST ASTONISH_FAST,DISARMING_VOICE AERIAL_ACE ICE_BEAM, , , 10000,25, , 
334,ALTARIA,,POKEMON_TYPE_DRAGON,POKEMON_TYPE_FLYING,0.2,0.06, 181, 141, 201, PECK_FAST DRAGON_BREATH_FAST,SKY_ATTACK DAZZLING_GLEAM DRAGON_PULSE, , MOONBLAST, 10000,25, , 
334,ALTARIA,MEGA,POKEMON_TYPE_DRAGON,POKEMON_TYPE_FAIRY,0.2,0.06, 181, 222, 218, PECK_FAST DRAGON_BREATH_FAST,SKY_ATTACK DAZZLING_GLEAM DRAGON_PULSE, , MOONBLAST, 10000,25, , 
335,ZANGOOSE,,POKEMON_TYPE_NORMAL,,0.3,0.09, 177, 222, 124, FURY_CUTTER_FAST SHADOW_CLAW_FAST,CLOSE_COMBAT NIGHT_SLASH DIG, , , 50000,50, , 
336,SEVIPER,,POKEMON_TYPE_POISON,,0.3,0.09, 177, 196, 118, POISON_JAB_FAST IRON_TAIL_FAST,POISON_FANG CRUNCH WRAP, , , 50000,50, , 
337,LUNATONE,,POKEMON_TYPE_ROCK,POKEMON_TYPE_PSYCHIC,0.3,0.09, 207, 178, 153, ROCK_THROW_FAST CONFUSION_FAST,PSYCHIC ROCK_SLIDE MOONBLAST, , , 50000,50, , 
338,SOLROCK,,POKEMON_TYPE_ROCK,POKEMON_TYPE_PSYCHIC,0.3,0.09, 207, 178, 153, ROCK_THROW_FAST CONFUSION_FAST,PSYCHIC ROCK_SLIDE SOLAR_BEAM, , , 50000,50, , 
339,BARBOACH,,POKEMON_TYPE_WATER,POKEMON_TYPE_GROUND,0.5,0.1, 137, 93, 82, WATER_GUN_FAST MUD_SHOT_FAST,AQUA_TAIL ICE_BEAM MUD_BOMB, , , 10000,25, , 
340,WHISCASH,,POKEMON_TYPE_WATER,POKEMON_TYPE_GROUND,0.2,0.06, 242, 151, 141, WATER_GUN_FAST MUD_SHOT_FAST,WATER_PULSE BLIZZARD MUD_BOMB, , , 10000,25, , 
341,CORPHISH,,POKEMON_TYPE_WATER,,0.5,0.1, 125, 141, 99, BUBBLE_FAST ROCK_SMASH_FAST,VICE_GRIP BUBBLE_BEAM AQUA_JET, , , 50000,50, , 
342,CRAWDAUNT,,POKEMON_TYPE_WATER,POKEMON_TYPE_DARK,0.2,0.06, 160, 224, 142, WATERFALL_FAST SNARL_FAST,VICE_GRIP BUBBLE_BEAM NIGHT_SLASH CRABHAMMER, , , 50000,50, , 
343,BALTOY,,POKEMON_TYPE_GROUND,POKEMON_TYPE_PSYCHIC,0.5,0.1, 120, 77, 124, CONFUSION_FAST EXTRASENSORY_FAST,GYRO_BALL PSYBEAM DIG, , , 50000,50, , 
344,CLAYDOL,,POKEMON_TYPE_GROUND,POKEMON_TYPE_PSYCHIC,0.2,0.06, 155, 140, 229, EXTRASENSORY_FAST CONFUSION_FAST MUD_SLAP_FAST,GYRO_BALL PSYCHIC EARTHQUAKE EARTH_POWER ICE_BEAM SHADOW_BALL, , , 50000,50, , 
345,LILEEP,,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.5,0.1, 165, 105, 150, ACID_FAST INFESTATION_FAST,GRASS_KNOT MIRROR_COAT ANCIENT_POWER, , , 50000,50, , 
345,LILEEP,NORMAL,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.5,0.1, 165, 105, 150, ACID_FAST INFESTATION_FAST,GRASS_KNOT MIRROR_COAT ANCIENT_POWER, , , 50000,50, , 
345,LILEEP,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.5,0.1, 165, 105, 150, ACID_FAST INFESTATION_FAST,GRASS_KNOT MIRROR_COAT ANCIENT_POWER, , , 40000,40, , 
345,LILEEP,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.05,0.1, 165, 105, 150, ACID_FAST INFESTATION_FAST,GRASS_KNOT MIRROR_COAT ANCIENT_POWER, , , 60000,60, 3000, 3
346,CRADILY,,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.2,0.06, 200, 152, 194, ACID_FAST INFESTATION_FAST BULLET_SEED_FAST,GRASS_KNOT BULLDOZE STONE_EDGE, , , 50000,50, , 
346,CRADILY,NORMAL,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.2,0.06, 200, 152, 194, ACID_FAST INFESTATION_FAST BULLET_SEED_FAST,GRASS_KNOT BULLDOZE STONE_EDGE, , , 50000,50, , 
346,CRADILY,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.2,0.06, 200, 152, 194, ACID_FAST INFESTATION_FAST BULLET_SEED_FAST,GRASS_KNOT BULLDOZE STONE_EDGE, , , 40000,40, , 
346,CRADILY,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_GRASS,0.05,0.06, 200, 152, 194, ACID_FAST INFESTATION_FAST BULLET_SEED_FAST,GRASS_KNOT BULLDOZE STONE_EDGE, , , 60000,60, 3000, 3
347,ANORITH,,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.5,0.1, 128, 176, 100, STRUGGLE_BUG_FAST SCRATCH_FAST,CROSS_POISON AQUA_JET ANCIENT_POWER, , , 50000,50, , 
347,ANORITH,NORMAL,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.5,0.1, 128, 176, 100, STRUGGLE_BUG_FAST SCRATCH_FAST,CROSS_POISON AQUA_JET ANCIENT_POWER, , , 50000,50, , 
347,ANORITH,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.5,0.1, 128, 176, 100, STRUGGLE_BUG_FAST SCRATCH_FAST,CROSS_POISON AQUA_JET ANCIENT_POWER, , , 40000,40, , 
347,ANORITH,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.05,0.1, 128, 176, 100, STRUGGLE_BUG_FAST SCRATCH_FAST,CROSS_POISON AQUA_JET ANCIENT_POWER, , , 60000,60, 3000, 3
348,ARMALDO,,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.2,0.06, 181, 222, 174, FURY_CUTTER_FAST STRUGGLE_BUG_FAST,CROSS_POISON WATER_PULSE ROCK_BLAST, , , 50000,50, , 
348,ARMALDO,NORMAL,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.2,0.06, 181, 222, 174, FURY_CUTTER_FAST STRUGGLE_BUG_FAST,CROSS_POISON WATER_PULSE ROCK_BLAST, , , 50000,50, , 
348,ARMALDO,PURIFIED,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.2,0.06, 181, 222, 174, FURY_CUTTER_FAST STRUGGLE_BUG_FAST,CROSS_POISON WATER_PULSE ROCK_BLAST, , , 40000,40, , 
348,ARMALDO,SHADOW,POKEMON_TYPE_ROCK,POKEMON_TYPE_BUG,0.05,0.06, 181, 222, 174, FURY_CUTTER_FAST STRUGGLE_BUG_FAST,CROSS_POISON WATER_PULSE ROCK_BLAST, , , 60000,60, 3000, 3
349,FEEBAS,,POKEMON_TYPE_WATER,,0.7,0.15, 85, 29, 85, SPLASH_FAST TACKLE_FAST,MIRROR_COAT, , , 75000,75, , 
350,MILOTIC,,POKEMON_TYPE_WATER,,0.1,0.07, 216, 192, 219, WATERFALL_FAST DRAGON_TAIL_FAST,SURF BLIZZARD HYPER_BEAM, , , 75000,75, , 
